Tweet,Message,Match,Polarity 
1716,Sir kindly ask from fc personal that in their presence how such malign act in uob uobscandle happened our sist ,NONE,neutral
1717,"RT ketchupulingsta Staying in UPM is so expensive that it is already discriminatory. To get premier education in this country, you have t",NONE,neutral
1718, avizut avatans TVMohandasPai A whatsapp university education along with Jio institute of emminence is a Sanghi traits ,NONE,neutral
1719, NavdeepSBains Public Education in Canada is a joke. The entire system is biased towards a liberal agenda to gain p ,NONE,neutral
1720,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1721,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1722,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,"debt,limited",negative
1723," PhD Scholarship in Advanced Nanomaterials for International Students at RMIT University, 2020 ",advanced,positive
1724,3 more days till the 19th Informal ASEM Seminar on HumanRights Education amp Training ASEMHRS19 Partipants wil ,NONE,neutral
1725,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
1726,RT CaNDER Research Join us at our CaNDER event next year Pathways to inclusive and equitable quality education for people with disabil,equitable,positive
1727,I study at Newcastle University London because it is acknowledged worldwide for its excellent degrees and being pa ,excellent,positive
1728,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
1729,Clay Richie Before Google begins to teach Nigerian youths thei... News Nigeria Africa ,NONE,neutral
1730,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1731,"RT CBCNB Opposition MLAs worry education green paper proposes 'too much, too fast' ","opposition,worry",negative
1732, MrPranPatel And that research and teachers getting educated is crucial to understanding how education can be used ,educated,positive
1733,RT TheBariatricRD More is needed to endweightbias...glad to see ObesityCan making a stand. .....everyone deserves to be treated with,NONE,neutral
1734,"RT iaspmjournal CFP deadline Fri 8 Nov ""Equality, Diversity and Inclusion in Music Higher Education"" RMA amp MusicHE Fri 24 Jan 2020, 12",NONE,neutral
1735,Open Badges the new currency for learning Blockchain in Education. Erik van den Broek. erikvdbro ,NONE,neutral
1736,"RT nbstv . SamsonKasumba If you want quality, there will be a price for it. Makerere University education is top quality education, how",top,positive
1737,"RT ReviewReligions Education Key to building a successful society In light of the Caliph's address at UNESCO, Paris, the Ahmadiyya",successful,positive
1738,"RT EUErasmusPlus Join us live from the EuropeanUniversities event on 7 November Together, we are building the universities of the futu",NONE,neutral
1739,"RT moodle In 2007, SrceHr chose Moodle to develop an LMS for 40 Higher Education and Research institutions in Croatia. Today, they hav",NONE,neutral
1740,"RT VybezRadioKE A 23 year old university student has burnt his birth and academic certificates, and claims to have recruited his younger",NONE,neutral
1741,"RT sailorgirl2017 ""reducing spending in some areas and keeping budgets for health, education and social services frozen for four years. G",frozen,negative
1742,"RT CamdenTroyer First off Id like to thank God, my family, and my coaches mentors who have helped me get to this point. Im extremely bl","like,thank,helped",positive
1743,"New Master program in Environmental Science en Technology at the Faculty of Bioscience Engineering, Ghent Universit ",master,positive
1744,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1745,Abu Dhabi launches world's first university of artificial intelligence ,intelligence,positive
1746,"new Master program in Environmental Science en Technology at the Faculty of Bioscience Engineering, Ghent Universit ",master,positive
1747,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1748,"""For 20 yrs we have been training journalists, we have significantly contributed to journalism training. There are ",NONE,neutral
1749,RT napss oau We are proud to say we were the second runners up in the debate that was highly competitive. Tai Sholarin University of Educ,proud,positive
1750,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1751,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1752,Briddging The Gap Between Excellent Education and ambitious students ,"excellent,ambitious",positive
1753,Going it alone Support for estranged students in higher education If youre considering university and you dont h ,NONE,neutral
1754,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1755,"Free Education University How to find scholarships and grants specifically tailored to your personality type, hob ",free,positive
1756,University Of Twente Scholarship The University Twente Scholarship UTS is a scholarship for excellent students f ,excellent,positive
1757,"SCOTLAND Susan Stewart Jennie Lee MP, minister, rebel, fighter, Open University champion ",champion,positive
1758,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1759,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1760,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1761,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1762,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1763,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1764,We are proud to say we were the second runners up in the debate that was highly competitive. Tai Sholarin Universit ,proud,positive
1765,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
1766,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
1767,"RT nbstv qataharraymond Governments funding towards Makerere has been going down by 62 , right now, its not the main funder of the un",right,positive
1768,RT Arch KE Have you registered for the AAKCSR2019 fun day Join us tomorrow at Arboretum as we indulge to raise funds to support univer,"fun,support",positive
1769,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
1770,RT PanuMinkkinen Turhautuneisuus ilmeisen yleiseurooppalaista. Angry university workers vote in favour of industrial action Educati,NONE,neutral
1771," profbeckyallen dylanwiliam solomon teach Just for fun and balance, heres an absolutely damning review I haven ",NONE,neutral
1772,"RT Markus4Ward2 Yes we should Toronto's Catholic school board should comply with human rights code, education minister says ",NONE,neutral
1773,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1774,"RT JamaicaGleaner UTech students protest at education ministry Placard bearing students of the University of Technology, Jamaica descend",protest,negative
1775,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1776,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1777,"RT kamaal I think we as Caymanians should put aside all this Port, Gay Marriage, Legalizing Weed shit aside and focus on the real issue.","weed,shit",negative
1778,"RT LeslieJMC My parents both had very little education, but they always made me value it, and here I am, a first gen student at a top 10",top,positive
1779,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1780,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1781,'Angry' university workers vote in favour of industrial action ,favour,positive
1782,"My parents both had very little education, but they always made me value it, and here I am, a first gen student at ",NONE,neutral
1783,"Currently meeting with habis.muhtaroglu, the Director of International relations in METUNCC, discussing the road ma ",NONE,neutral
1784,"From cramped cubes to spacious suites, Tennessee dorm life is nothing like it used to be ","spacious,like",positive
1785,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1786,". UAlberta Kathleen F. Hunter amp colleagues ""The feasibility of implementing education on older person care to pract ",NONE,neutral
1787,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1788,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1789,"We are happy to have onboard Dr Nagendra V Chowdary, Dean, Bennett University, GreaterNoida as WES Speaker for 15t ",happy,positive
1790,RT LyndaMCKay18 Thinking about studying for MA Education or Inclusion or Educational Leadership Come and meet LyndaMCKay18 amp MiddersTr,NONE,neutral
1791," timesofindia narendramodi Sir, Education is Germany is excellent , my younger son is also at Germany in Boshum st ",excellent,positive
1792,"Free Education University gt gt How to get grants for trade or vocational school, community colleges, or a university ",free,positive
1793,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1794,RT UCL UCU This time the stakes are higher in potential disruptions bc of employers' significant amp continuous failure Students have set,NONE,neutral
1795,'Angry' university workers vote in favour of industrial action ,favour,positive
1796,RT CaNDER Research Join us at our CaNDER event next year Pathways to inclusive and equitable quality education for people with disabil,equitable,positive
1797,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1798,RT WorthitCIC Prevention is key 22 of students said universities only offered support when mental health became a problem. Meanwhile,support,positive
1799,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
1800,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1801,Bitcoin of the Middle East Scam Lands Canadian Expat in Dubai Jail education canada bitcoin dubai ,scam,negative
1802,RT iancooketal 'Angry' university workers vote in favour of industrial action ,favour,positive
1803,State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote o ,NONE,neutral
1804,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1805,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1806," 3 University of Bremen focus mainly on the earth, natural, and environmental sciences. ",NONE,neutral
1807,Black students are more likely to work hard at university but less likely to achieve top grades why is there stil ,"work,top",positive
1808,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1809,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
1810,RT CaNDER Research Join us at our CaNDER event next year Pathways to inclusive and equitable quality education for people with disabil,equitable,positive
1811,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1812,Dundee University principal suspended over rentrow ,NONE,neutral
1813,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re,"top,excel,free",positive
1814,A national seminar Advancing Inclusiveness among Youth through Training and education was organized at Iqra Unive ,NONE,neutral
1815,How Sex education class helped to arrest man who has been defiling his 12 yr old daughter for 3yrs . . Davies Noel ,helped,positive
1816,"CFP deadline Fri 8 Nov ""Equality, Diversity and Inclusion in Music Higher Education"" RMA amp MusicHE Fri 24 Jan 20 ",NONE,neutral
1817,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1818,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1819, Michael Voris Jesuit Seattle University President Stephen Sundborg amp Planned Parenthood ,NONE,neutral
1820,Turhautuneisuus ilmeisen yleiseurooppalaista. Angry university workers vote in favour of industrial action Ed ,NONE,neutral
1821,"At the interance gate of a university in southAfrica, the following message was posted for contemplation. ""Dist ",NONE,neutral
1822,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1823,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1824,"RT CamdenTroyer First off Id like to thank God, my family, and my coaches mentors who have helped me get to this point. Im extremely bl","like,thank,helped",positive
1825,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1826,RT theipaper University lecturers back strike action in ballots over pay and pensions ,strike,negative
1827,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1828,. InStrideLearn has added TecdeMonterrey to its university network and will be offering Spanish language education ,NONE,neutral
1829,Legal Tech Studio is truly a new design in education. This final subject in my JD journey at Monash University has ,NONE,neutral
1830, The Labour Party and David Blunkett have to accept some responsibility for the breakdown of ,breakdown,negative
1831,Everything else aside. What really gets me is the third to last paragraph 'indicating an understanding of the fi ,NONE,neutral
1832,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,"free,right",positive
1833, IlhanMN The ceo is Doug Mcmillon. He has MBA from university of Tulsa. I dont think a cashier has a master's in ,NONE,neutral
1834,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1835, PopMathobela And it was just reinforced with this recent college admission scandals its been proven that you ca ,NONE,neutral
1836,"RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until quite recently, what we had in this c",NONE,neutral
1837,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1838,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1839,"The employers comments set out here dont sound especially constructive, do they Were willing to talk, but we w ",willing,positive
1840,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
1841,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1842,RT Melmedia2013 chikaunigwe is the Daughter of the Soil. Born and raised in Enugu with an education at the University of Nigeria Nsukka,NONE,neutral
1843,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1844,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1845,RT TheBariatricRD More is needed to endweightbias...glad to see ObesityCan making a stand. .....everyone deserves to be treated with,NONE,neutral
1846,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1847,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1848,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1849,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1850,RT theipaper University lecturers back strike action in ballots over pay and pensions ,strike,negative
1851,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1852,"UCUs General Secretary,Jo Grady said The results can only be interpreted as clear support for strike action ove ","clear,support",positive
1853,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1854, v ViCkN3S The setting in all UiTM related institutiond which allows only Malays amp Bumiputras 2 study. Whilst Prohi ,NONE,neutral
1855,RT CU Trust Episode 3 of Childrens University Live features sam butters CEO of TheFEA talking about their work and how CU Trust i,"trust,work",positive
1856,"RT DCUSU DCU Students Union urges Minister of Justice, Charlie Flanagan to stop the deportation of Mehwish Saqib, having lived in Irelan",NONE,neutral
1857,RT manashTOI A glance at what could be India s education policy NEP for the next 2 decades. education policy school admissions In,NONE,neutral
1858,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1859," RT LRB RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until qui ",NONE,neutral
1860,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
1861,"RT Barcampkumasi bcksi Mentor Ms. Ida Osei Tutu received her Bsc. IT Education at University of Education, Winneba, Ghana Kumasi cam",NONE,neutral
1862,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,"debt,limited",negative
1863,"RT DSRecruitsPWD Health Education Coordinator Senior UKHC University of Kentucky Lexington, KY ",NONE,neutral
1864,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
1865,This time the stakes are higher in potential disruptions bc of employers' significant amp continuous failure Studen ,NONE,neutral
1866,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1867,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
1868,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1869,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re,"top,excel,free",positive
1870,"RT GCNIndia Dr. Anup K. Singh,Director General Nirma University NirmaUniTweets, our eminent panellists at Session 2 of 1st Quality Educa",eminent,positive
1871,"RT Barcampkumasi bcksi Mentor Ms. Ida Osei Tutu received her Bsc. IT Education at University of Education, Winneba, Ghana Kumasi cam",NONE,neutral
1872,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1873,"In issue 3 of ""Internationalisation of Higher Education"", EnoraPruvot amp thomasestermann examine trends in univers ",issue,negative
1874,"""Mooks"" is an actual term I was taught in a 400 level media studies program at a state university used to describe ",NONE,neutral
1875,"RT nyamadon Humbling experience. Bumped into a true granary of knowledge. Tamali Okao. In 1974, she made history being appointed first fe",bumped,negative
1876,"RT nbstv . SamsonKasumba If you want quality, there will be a price for it. Makerere University education is top quality education, how",top,positive
1877,RT manashTOI A glance at what could be India s education policy NEP for the next 2 decades. education policy school admissions In,NONE,neutral
1878,ONE of the highest profile supporters of higher education in Cumbria has been seeing for himself the massive differ ,NONE,neutral
1879,'Angry' university workers vote in favour of industrial action ,favour,positive
1880,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1881," DrRPNishank Sir my career may get ruined, I have placed request to UGC distance education Bureau for authenticate ",NONE,neutral
1882,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1883,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
1884,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
1885,RT FENews University of Birminghams research and education initiatives in Guangzhou create education programmes that produce 300 highly ,NONE,neutral
1886,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1887,"For a truly international education, steeped in the traditions of the UK and China, look no further than UNNC Chec ",NONE,neutral
1888,"RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until quite recently, what we had in this c",NONE,neutral
1889,RT Melmedia2013 chikaunigwe is the Daughter of the Soil. Born and raised in Enugu with an education at the University of Nigeria Nsukka,NONE,neutral
1890,Getting a Higher Education at Cannabis Training University Dank ,NONE,neutral
1891,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1892,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1893," TomiLahren ... oh, you mean free things like health care or education Jesus, I mean Germany nowadays is socia ","free,like",positive
1894,"Can you recommend anyone for this job Educator SBH Education LomaLinda, CA",recommend,positive
1895,"RT nyamadon Humbling experience. Bumped into a true granary of knowledge. Tamali Okao. In 1974, she made history being appointed first fe",bumped,negative
1896,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
1897,Join us at our CaNDER event next year Pathways to inclusive and equitable quality education for people with disa ,equitable,positive
1898,"Moving to a new country means you get to see more of the world, taking in fresh environments and local customs. Wit ",fresh,positive
1899,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1900,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1901,RT sue ann krause Will unions take up the down grading of posts at some universities When I started a post doctoral researcher started a,sue,negative
1902,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1903,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
1904,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1905,Will unions take up the down grading of posts at some universities When I started a post doctoral researcher start ,NONE,neutral
1906,Today we start to form the virtual university of the future ECIU University. LiU and the other ECIUniversities ,NONE,neutral
1907,"Free Education University How to find scholarships and grants specifically tailored to your personality type, hob ",free,positive
1908,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1909,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1910,"RT GotabayaR I will ensure ALL who pass A Ls and are unable to get university entrance, will have a university education through massive",unable,negative
1911,"RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until quite recently, what we had in this c",NONE,neutral
1912,RT theipaper University lecturers back strike action in ballots over pay and pensions ,strike,negative
1913,Mixed news for Irish universities as they again fail to break top 100 via thejournal ie ,"fail,break",negative
1914,"Dr Nausha Asrar, President, Federation of Aligarh Alumni Association, USA and an AMU alumnus addressed the student ",NONE,neutral
1915,RT TosinOlugbenga For every Invictus Obi rolling Nigeria in the mud there's an Emeka flying the flag of Nigeria high. Emeka has built a,NONE,neutral
1916,"RT AyoCaesar There's enough money in this country for every single person to have a decent standard of living food security, good housin","enough,decent,good",positive
1917,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1918,RT TheBariatricRD More is needed to endweightbias...glad to see ObesityCan making a stand. .....everyone deserves to be treated with,NONE,neutral
1919,"RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until quite recently, what we had in this c",NONE,neutral
1920,"RT AyoCaesar There's enough money in this country for every single person to have a decent standard of living food security, good housin","enough,decent,good",positive
1921,"RT Hirundu 'In one sense, free university education is not a remotely radical policy it was, until quite recently, what we had in this c",NONE,neutral
1922,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
1923,This doesn't surprise me at all and fixing the pension problem won't make the underlying concerns go away ,"problem,concerns",negative
1924,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1925,"Whether you are a school, university or distance learning program, we have the capabilities and experience to desig ",NONE,neutral
1926,RT Aqibdanialch There are no scholarship programs for higher education in GB. I am shocked to see the Google results for this beautiful a,NONE,neutral
1927,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1928,"RT Best Khosa Happy birthday to this phenomenal woman Prof Phakeng, a Vice Chancellor, Professor of Mathematics education, a recipient of","best,happy,phenomenal",positive
1929,"RT DrSarahMcG 2 x Teaching Fellow Dev Psych posts for 21 months in School of Education at University of Edinburgh. Beautiful city, wonde",beautiful,positive
1930,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
1931,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1932,RT QMUniversity Deputy First Minister amp Cabinet Secretary for Education amp Skills JohnSwinney shared his delighted that QMU will offer a,delighted,positive
1933,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1934,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1935,RT theipaper University lecturers back strike action in ballots over pay and pensions ,strike,negative
1936,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
1937," Sparemu pedagogypaul Totally agree that access is a problem, but this is a wider university issue rather than sim ",issue,negative
1938,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1939,"RT EUErasmusPlus Join us live from the EuropeanUniversities event on 7 November Together, we are building the universities of the futu",NONE,neutral
1940,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
1941,RT expressupdates There are certainly more black youth in our prisons than at the University of Trinidad and Tobago UTT or The Universi,NONE,neutral
1942,"RT nbstv . SamsonKasumba If you want quality, there will be a price for it. Makerere University education is top quality education, how",top,positive
1943,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1944,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1945,"RT nyamadon Humbling experience. Bumped into a true granary of knowledge. Tamali Okao. In 1974, she made history being appointed first fe",bumped,negative
1946,"RT barneyfarmer One problem is that millions believe they learned critical thinking over the course of their university education, when i","problem,critical",negative
1947,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1948,RT CBCIndigenous Quebec Cree launch 1M internship fund to bring graduates home ,NONE,neutral
1949,University lecturers back strike action in ballots over pay and pensions ,strike,negative
1950,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1951,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1952,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1953,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1954,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1955,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1956,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1957,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
1958,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1959,RT guardiannews 'Angry' university workers vote in favour of industrial action ,favour,positive
1960,Thats because its often used as a pressure selling strategy Students who have unconditional offers more likely ,unconditional,positive
1961,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
1962,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1963,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1964,"Humbling experience. Bumped into a true granary of knowledge. Tamali Okao. In 1974, she made history being appointe ",bumped,negative
1965,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1966,"Free Education University gt gt How to get grants for trade or vocational school, community colleges, or a university ",free,positive
1967,"Preparing students for various exams like GRE, GMAT, SAT, ACT, with complete excellence. Choose VIEC, choose to stu ",like,positive
1968,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1969,RT Melmedia2013 chikaunigwe is the Daughter of the Soil. Born and raised in Enugu with an education at the University of Nigeria Nsukka,NONE,neutral
1970,RT profkeithdevlin Coming up on 13 November at 6 30pm networking reception at 6 00pm in the Oastler Building at the University of Hudde,NONE,neutral
1971,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1972,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1973,"We were forced to use the only language they understand. Hope we won't have to strike, but if we do, I'm prepared t ",NONE,neutral
